product_rating,total_reviews,purchased_last_month,discounted_price,original_price,is_sponsored,discount_percentage,product_category_Cameras,product_category_Chargers & Cables,product_category_Gaming,product_category_Headphones,product_category_Laptops,product_category_Networking,product_category_Other Electronics,product_category_Phones,product_category_Power & Batteries,product_category_Printers & Scanners,product_category_Smart Home,product_category_Speakers,product_category_Storage,product_category_TV & Display,product_category_Wearables,is_best_seller_Amazon's,is_best_seller_Best Seller,is_best_seller_Ends in,is_best_seller_Limited time deal,is_best_seller_No Badge,is_best_seller_Save 12%,is_best_seller_Save 17%,is_best_seller_Save 18%,is_best_seller_Save 30%,product_category_label,sales_volume,sales_revenue,discount_flag
4.6,97,100,149.95,149.95,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,Speakers,100,14994.999999999998,No Discount
4.3,105,50,199.99,199.99,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Phones,50,9999.5,No Discount
4.6,1709,50,200,200,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Gaming,50,10000,No Discount
4,17,50,79.99,85.99,1,6.98,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Chargers & Cables,50,3999.4999999999995,Discounted
4.4,1260,100,29.99,40.99,0,26.84,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Other Electronics,100,2999,Discounted
4,4394,100,79.99,99.99,0,20,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Headphones,100,7998.999999999999,Discounted
4.7,5591,300,9.95,9.95,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Phones,300,2985,No Discount
4.4,2319,50,219,219,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Phones,50,10950,No Discount
4.5,1479,200,24.99,26.99,0,7.41,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,Storage,200,4998,Discounted
4.7,209,50,199.99,199.99,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,Speakers,50,9999.5,No Discount
4.2,832,100,144.99,185,0,21.63,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Phones,100,14499,Discounted
4.4,692,50,289.99,289.99,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Laptops,50,14499.5,No Discount
4.1,798,50,269,269,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Other Electronics,50,13450,No Discount
4.1,6538,500,24.96,24.96,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Phones,500,12480,No Discount
4.4,139943,5000,18.84,26.95,1,30.09,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Phones,5000,94200,Discounted
4.6,530,50,459,599,0,23.37,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Other Electronics,50,22950,Discounted
4.6,33298,100,10.28,12.99,0,20.86,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Other Electronics,100,1028,Discounted
4.8,5703,300,12.8,12.8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Chargers & Cables,300,3840,No Discount
4.2,77,100,112.08,112.08,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Power & Batteries,100,11208,No Discount
4.1,130,50,290,290,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Other Electronics,50,14500,No Discount
4.2,1845,50,579.99,579.99,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Chargers & Cables,50,28999.5,No Discount
4.2,1230,100,129.91,129.91,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Phones,100,12991,No Discount
4.7,288,50,179.99,179.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,TV & Display,50,8999.5,No Discount
4.6,423,100,151.04,151.04,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Other Electronics,100,15104,No Discount
4.4,58,50,659,659,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Other Electronics,50,32950,No Discount
4.7,1314,200,27.49,27.49,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Other Electronics,200,5498,No Discount
3.9,1702,200,29.99,43.99,0,31.83,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Laptops,200,5998,Discounted
4.5,319,300,15.99,29.99,0,46.68,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Headphones,300,4797,Discounted
4.7,1004,400,8.78,8.78,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Other Electronics,400,3511.9999999999995,No Discount
4.6,1533,600,6.95,6.95,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Power & Batteries,600,4170,No Discount
4.7,2915,200,25.49,29.99,0,15.01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,Storage,200,5098,Discounted
4.4,35,50,205.49,205.49,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Laptops,50,10274.5,No Discount
4.5,317,200,25.99,25.99,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Power & Batteries,200,5198,No Discount
4.3,684,50,399.99,399.99,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Gaming,50,19999.5,No Discount
4.7,2045,300,10.6,10.6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Other Electronics,300,3180,No Discount
4.4,109,200,29.99,74.93,0,59.98,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Networking,200,5998,Discounted
4.6,183,100,30.5,33.9,0,10.03,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Other Electronics,100,3050,Discounted
4.6,97,100,149.95,149.95,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,Speakers,100,14994.999999999998,No Discount
4.3,105,50,199.99,199.99,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Phones,50,9999.5,No Discount
4.6,1709,50,200,200,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Gaming,50,10000,No Discount
4.4,1260,100,29.99,40.99,0,26.84,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Other Electronics,100,2999,Discounted
4,4394,100,79.99,99.99,0,20,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Headphones,100,7998.999999999999,Discounted
4.7,5591,300,9.95,9.95,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Phones,300,2985,No Discount
4.4,2319,50,219,219,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Phones,50,10950,No Discount
4.5,1479,200,24.99,26.99,0,7.41,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,Storage,200,4998,Discounted
4.7,209,50,199.99,199.99,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,Speakers,50,9999.5,No Discount
4.2,832,100,144.99,185,0,21.63,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Phones,100,14499,Discounted
4.4,692,50,289.99,289.99,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Laptops,50,14499.5,No Discount
4.1,798,50,269,269,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Other Electronics,50,13450,No Discount
4.6,238,100,50.5,50.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Laptops,100,5050,No Discount
4.8,5225,20000,25.47,25.47,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Power & Batteries,20000,509400,No Discount
4,17,50,79.99,85.99,1,6.98,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Chargers & Cables,50,3999.4999999999995,Discounted
4.8,5703,300,12.8,12.8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Chargers & Cables,300,3840,No Discount
4.2,77,100,112.08,112.08,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Power & Batteries,100,11208,No Discount
4.1,130,50,290,290,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Other Electronics,50,14500,No Discount
4.2,1845,50,579.99,579.99,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Chargers & Cables,50,28999.5,No Discount
4.2,1230,100,129.91,129.91,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Phones,100,12991,No Discount
4.7,288,50,179.99,179.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,TV & Display,50,8999.5,No Discount
4.6,423,100,151.04,151.04,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Other Electronics,100,15104,No Discount
4.4,58,50,659,659,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Other Electronics,50,32950,No Discount
4.7,1314,200,27.49,27.49,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Other Electronics,200,5498,No Discount
3.9,1702,200,29.99,43.99,0,31.83,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Laptops,200,5998,Discounted
4.5,319,300,15.99,29.99,0,46.68,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Headphones,300,4797,Discounted
4.7,1004,400,8.78,8.78,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Other Electronics,400,3511.9999999999995,No Discount
4.6,1533,600,6.95,6.95,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Power & Batteries,600,4170,No Discount
4.7,2915,200,25.49,29.99,0,15.01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,Storage,200,5098,Discounted
4.4,35,50,205.49,205.49,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Laptops,50,10274.5,No Discount
4.5,317,200,25.99,25.99,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Power & Batteries,200,5198,No Discount
4.4,220,100,100.21,122,0,17.86,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Cameras,100,10021,Discounted
4.1,6538,500,24.96,24.96,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Phones,500,12480,No Discount
4.3,684,50,399.99,399.99,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Gaming,50,19999.5,No Discount
4.7,2045,300,10.6,10.6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Other Electronics,300,3180,No Discount
4.4,109,200,29.99,74.93,0,59.98,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Networking,200,5998,Discounted
4.6,183,100,30.5,33.9,0,10.03,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Other Electronics,100,3050,Discounted
4.6,97,100,149.95,149.95,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,Speakers,100,14994.999999999998,No Discount
4.3,105,50,199.99,199.99,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Phones,50,9999.5,No Discount
4.6,1709,50,200,200,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Gaming,50,10000,No Discount
4.4,1260,100,29.99,40.99,0,26.84,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Other Electronics,100,2999,Discounted
4,4394,100,79.99,99.99,0,20,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Headphones,100,7998.999999999999,Discounted
4.7,5591,300,9.95,9.95,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Phones,300,2985,No Discount
4.4,2319,50,219,219,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Phones,50,10950,No Discount
4.5,1479,200,24.99,26.99,0,7.41,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,Storage,200,4998,Discounted
4.7,209,50,199.99,199.99,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,Speakers,50,9999.5,No Discount
4.2,832,100,144.99,185,0,21.63,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Phones,100,14499,Discounted
4.4,692,50,289.99,289.99,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Laptops,50,14499.5,No Discount
4.1,798,50,269,269,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Other Electronics,50,13450,No Discount
4.6,238,100,50.5,50.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Laptops,100,5050,No Discount
4.8,5703,300,12.8,12.8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Chargers & Cables,300,3840,No Discount
4.2,77,100,112.08,112.08,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Power & Batteries,100,11208,No Discount
4.1,130,50,290,290,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Other Electronics,50,14500,No Discount
4.2,1845,50,579.99,579.99,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Chargers & Cables,50,28999.5,No Discount
4.2,1230,100,129.91,129.91,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Phones,100,12991,No Discount
4.7,288,50,179.99,179.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,TV & Display,50,8999.5,No Discount
4.6,423,100,151.04,151.04,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Other Electronics,100,15104,No Discount
4.4,58,50,659,659,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Other Electronics,50,32950,No Discount
4.7,1314,200,27.49,27.49,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Other Electronics,200,5498,No Discount
3.9,1702,200,29.99,43.99,0,31.83,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Laptops,200,5998,Discounted
4.5,319,300,15.99,29.99,0,46.68,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Headphones,300,4797,Discounted
4.7,1004,400,8.78,8.78,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Other Electronics,400,3511.9999999999995,No Discount
4.6,1533,600,6.95,6.95,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Power & Batteries,600,4170,No Discount
4.7,2915,200,25.49,29.99,0,15.01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,Storage,200,5098,Discounted
4.4,35,50,205.49,205.49,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Laptops,50,10274.5,No Discount
4.5,317,200,25.99,25.99,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Power & Batteries,200,5198,No Discount
4.4,220,100,100.21,122,0,17.86,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Cameras,100,10021,Discounted
4.8,5225,20000,25.47,25.47,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Power & Batteries,20000,509400,No Discount
4,17,50,79.99,85.99,1,6.98,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Chargers & Cables,50,3999.4999999999995,Discounted
4.6,530,50,459,599,0,23.37,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Other Electronics,50,22950,Discounted
4.6,33298,100,10.28,12.99,0,20.86,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Other Electronics,100,1028,Discounted
4.8,5703,300,12.8,12.8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Chargers & Cables,300,3840,No Discount
4.2,77,100,112.08,112.08,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Power & Batteries,100,11208,No Discount
4.1,130,50,290,290,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Other Electronics,50,14500,No Discount
4.2,1845,50,579.99,579.99,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Chargers & Cables,50,28999.5,No Discount
4.2,1230,100,129.91,129.91,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Phones,100,12991,No Discount
4.7,288,50,179.99,179.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,TV & Display,50,8999.5,No Discount
4.6,423,100,151.04,151.04,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Other Electronics,100,15104,No Discount
4.4,58,50,659,659,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Other Electronics,50,32950,No Discount
4.7,1314,200,27.49,27.49,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Other Electronics,200,5498,No Discount
3.9,1702,200,29.99,43.99,0,31.83,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Laptops,200,5998,Discounted
4.5,319,300,15.99,29.99,0,46.68,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Headphones,300,4797,Discounted
4.7,1004,400,8.78,8.78,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Other Electronics,400,3511.9999999999995,No Discount
4.6,1533,600,6.95,6.95,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Power & Batteries,600,4170,No Discount
4.7,2915,200,25.49,29.99,0,15.01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,Storage,200,5098,Discounted
4.4,35,50,205.49,205.49,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Laptops,50,10274.5,No Discount
4.5,317,200,25.99,25.99,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Power & Batteries,200,5198,No Discount
4.5,1463,1000,13.99,23.99,1,41.68,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Phones,1000,13990,Discounted
4.1,6538,500,24.96,24.96,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Phones,500,12480,No Discount
4.3,684,50,399.99,399.99,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Gaming,50,19999.5,No Discount
4.7,2045,300,10.6,10.6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Other Electronics,300,3180,No Discount
4.4,109,200,29.99,74.93,0,59.98,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Networking,200,5998,Discounted
4.6,183,100,30.5,33.9,0,10.03,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Other Electronics,100,3050,Discounted
4.6,97,100,149.95,149.95,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,Speakers,100,14994.999999999998,No Discount
4.3,105,50,199.99,199.99,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Phones,50,9999.5,No Discount
4.6,1709,50,200,200,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Gaming,50,10000,No Discount
4.4,1260,100,29.99,40.99,0,26.84,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Other Electronics,100,2999,Discounted
4,4394,100,79.99,99.99,0,20,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Headphones,100,7998.999999999999,Discounted
4.7,5591,300,9.95,9.95,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Phones,300,2985,No Discount
4.4,2319,50,219,219,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Phones,50,10950,No Discount
4.5,1479,200,24.99,26.99,0,7.41,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,Storage,200,4998,Discounted
4.7,209,50,199.99,199.99,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,Speakers,50,9999.5,No Discount
4.2,832,100,144.99,185,0,21.63,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Phones,100,14499,Discounted
4.4,692,50,289.99,289.99,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Laptops,50,14499.5,No Discount
4.1,798,50,269,269,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Other Electronics,50,13450,No Discount
4.6,238,100,50.5,50.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Laptops,100,5050,No Discount
4.6,33298,100,10.28,12.99,0,20.86,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Other Electronics,100,1028,Discounted
4.8,5703,300,12.8,12.8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Chargers & Cables,300,3840,No Discount
4.2,77,100,112.08,112.08,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Power & Batteries,100,11208,No Discount
4.1,130,50,290,290,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Other Electronics,50,14500,No Discount
4.2,1845,50,579.99,579.99,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Chargers & Cables,50,28999.5,No Discount
4.2,1230,100,129.91,129.91,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Phones,100,12991,No Discount
4.7,288,50,179.99,179.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,TV & Display,50,8999.5,No Discount
4.6,423,100,151.04,151.04,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Other Electronics,100,15104,No Discount
4.4,58,50,659,659,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Other Electronics,50,32950,No Discount
4.7,1314,200,27.49,27.49,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Other Electronics,200,5498,No Discount
3.9,1702,200,29.99,43.99,0,31.83,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Laptops,200,5998,Discounted
4.5,319,300,15.99,29.99,0,46.68,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Headphones,300,4797,Discounted
4.7,1004,400,8.78,8.78,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Other Electronics,400,3511.9999999999995,No Discount
4.6,1533,600,6.95,6.95,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Power & Batteries,600,4170,No Discount
4.7,2915,200,25.49,29.99,0,15.01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,Storage,200,5098,Discounted
4.4,35,50,205.49,205.49,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Laptops,50,10274.5,No Discount
4.5,317,200,25.99,25.99,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Power & Batteries,200,5198,No Discount
